"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 15, 2010","6,062.65","6,175.90","6,200.60","6,050.35","111.06M","-1.86%"
"Oct 14, 2010","6,177.35","6,234.30","6,284.10","6,157.90","128.49M","-0.91%"
"Oct 13, 2010","6,233.90","6,091.45","6,240.25","6,089.75","148.66M","2.35%"
"Oct 12, 2010","6,090.90","6,135.95","6,144.95","6,057.95","109.94M","-0.73%"
"Oct 11, 2010","6,135.85","6,105.95","6,187.75","6,105.95","115.78M","0.53%"
"Oct 08, 2010","6,103.45","6,121.40","6,148.60","6,067.00","134.64M","-0.28%"
"Oct 07, 2010","6,120.30","6,186.85","6,199.45","6,107.50","168.88M","-1.07%"
"Oct 06, 2010","6,186.45","6,150.95","6,223.40","6,148.60","152.50M","0.66%"
"Oct 05, 2010","6,145.80","6,159.45","6,188.35","6,118.05","145.24M","-0.22%"
"Oct 04, 2010","6,159.45","6,144.70","6,222.10","6,144.70","184.60M","0.26%"
"Oct 01, 2010","6,143.40","6,030.30","6,153.10","6,030.30","179.17M","1.88%"
"Sep 30, 2010","6,029.95","5,991.35","6,048.45","5,963.60","217.77M","0.65%"
"Sep 29, 2010","5,991.30","6,029.15","6,071.55","5,979.65","183.15M","-0.63%"
"Sep 28, 2010","6,029.50","6,036.05","6,049.80","5,991.30","170.65M","-0.10%"
"Sep 27, 2010","6,035.65","6,018.30","6,073.50","6,018.30","166.77M","0.29%"
"Sep 24, 2010","6,018.30","5,959.45","6,029.10","5,951.20","176.46M","0.99%"
"Sep 23, 2010","5,959.55","5,991.05","6,006.80","5,932.40","135.58M","-0.52%"
"Sep 22, 2010","5,991.00","6,008.40","6,037.40","5,946.45","170.15M","-0.30%"
"Sep 21, 2010","6,009.05","5,980.50","6,032.80","5,961.85","200.95M","0.48%"
"Sep 20, 2010","5,980.45","5,885.05","5,989.50","5,885.05","193.48M","1.62%"
"Sep 17, 2010","5,884.95","5,828.70","5,898.40","5,828.70","211.38M","0.97%"
"Sep 16, 2010","5,828.70","5,861.10","5,901.65","5,815.80","192.47M","-0.55%"
"Sep 15, 2010","5,860.95","5,795.25","5,869.45","5,792.20","187.21M","1.13%"
"Sep 14, 2010","5,795.55","5,760.30","5,838.45","5,760.30","188.43M","0.62%"
"Sep 13, 2010","5,760.00","5,639.20","5,770.60","5,639.20","152.80M","2.13%"
"Sep 09, 2010","5,640.05","5,608.30","5,647.45","5,608.10","138.06M","0.57%"
"Sep 08, 2010","5,607.85","5,604.25","5,625.30","5,567.75","135.33M","0.07%"
"Sep 07, 2010","5,604.00","5,575.90","5,625.50","5,571.65","177.48M","0.49%"
"Sep 06, 2010","5,576.95","5,479.55","5,589.40","5,479.55","158.94M","1.78%"
"Sep 03, 2010","5,479.40","5,486.30","5,510.40","5,473.65","146.81M","-0.12%"
"Sep 02, 2010","5,486.15","5,471.90","5,513.95","5,471.85","159.67M","0.26%"
"Sep 01, 2010","5,471.85","5,403.05","5,478.60","5,403.05","144.23M","1.29%"
"Aug 31, 2010","5,402.40","5,413.55","5,413.90","5,348.90","157.13M","-0.24%"
"Aug 30, 2010","5,415.45","5,408.90","5,469.00","5,390.35","113.84M","0.12%"
"Aug 27, 2010","5,408.70","5,489.60","5,495.20","5,391.95","142.33M","-1.26%"
"Aug 26, 2010","5,477.90","5,462.10","5,486.55","5,454.70","186.38M","0.28%"
"Aug 25, 2010","5,462.35","5,505.30","5,506.15","5,452.55","157.76M","-0.78%"
"Aug 24, 2010","5,505.10","5,541.10","5,547.25","5,488.45","139.15M","-0.69%"
"Aug 23, 2010","5,543.50","5,531.15","5,549.80","5,519.40","118.74M","0.23%"
"Aug 20, 2010","5,530.65","5,540.80","5,546.60","5,513.35","144.07M","-0.17%"
"Aug 19, 2010","5,540.20","5,478.25","5,544.70","5,478.10","167.74M","1.11%"
"Aug 18, 2010","5,479.15","5,416.25","5,487.95","5,416.25","154.25M","1.20%"
"Aug 17, 2010","5,414.15","5,422.15","5,443.55","5,408.80","138.28M","-0.08%"
"Aug 16, 2010","5,418.30","5,452.10","5,465.25","5,397.40","189.45M","-0.62%"
"Aug 13, 2010","5,452.10","5,420.65","5,476.50","5,415.50","154.91M","0.66%"
"Aug 12, 2010","5,416.45","5,418.70","5,431.10","5,372.45","172.04M","-0.08%"
"Aug 11, 2010","5,420.60","5,460.70","5,474.60","5,412.00","174.63M","-0.73%"
"Aug 10, 2010","5,460.70","5,486.80","5,491.45","5,445.35","164.22M","-0.46%"
"Aug 09, 2010","5,486.15","5,439.80","5,492.30","5,433.25","137.00M","0.86%"
"Aug 06, 2010","5,439.25","5,448.25","5,471.90","5,431.35","116.67M","-0.14%"
"Aug 05, 2010","5,447.10","5,470.15","5,487.15","5,443.10","129.64M","-0.38%"
"Aug 04, 2010","5,467.85","5,441.35","5,481.90","5,428.40","120.78M","0.52%"
"Aug 03, 2010","5,439.55","5,432.50","5,459.20","5,426.40","130.73M","0.15%"
"Aug 02, 2010","5,431.65","5,369.55","5,438.85","5,351.30","104.23M","1.19%"
"Jul 30, 2010","5,367.60","5,408.40","5,413.25","5,349.20","131.80M","-0.76%"
"Jul 29, 2010","5,408.90","5,397.85","5,415.85","5,381.55","162.31M","0.21%"
"Jul 28, 2010","5,397.55","5,436.10","5,447.85","5,386.25","146.94M","-0.61%"
"Jul 27, 2010","5,430.60","5,420.20","5,450.95","5,407.20","155.31M","0.22%"
"Jul 26, 2010","5,418.60","5,446.55","5,466.25","5,409.20","147.33M","-0.56%"
"Jul 23, 2010","5,449.10","5,441.90","5,477.50","5,435.15","165.93M","0.13%"
"Jul 22, 2010","5,441.95","5,399.15","5,447.15","5,372.20","156.00M","0.79%"
"Jul 21, 2010","5,399.35","5,368.85","5,409.10","5,368.85","122.86M","0.58%"
"Jul 20, 2010","5,368.00","5,387.00","5,416.45","5,353.60","121.63M","-0.34%"
"Jul 19, 2010","5,386.45","5,392.70","5,409.10","5,361.50","116.59M","-0.14%"
"Jul 16, 2010","5,393.90","5,376.65","5,401.35","5,374.40","143.22M","0.28%"
"Jul 15, 2010","5,378.75","5,387.10","5,399.20","5,360.60","155.12M","-0.14%"
"Jul 14, 2010","5,386.15","5,402.00","5,453.45","5,371.70","211.04M","-0.27%"
"Jul 13, 2010","5,400.65","5,370.20","5,406.20","5,357.85","226.05M","0.33%"
"Jul 12, 2010","5,383.00","5,352.25","5,402.70","5,351.60","189.50M","0.57%"
"Jul 09, 2010","5,352.45","5,297.20","5,359.05","5,297.20","216.66M","1.05%"
"Jul 08, 2010","5,296.85","5,242.00","5,320.50","5,242.00","127.30M","1.06%"
"Jul 07, 2010","5,241.10","5,293.10","5,296.75","5,233.45","132.39M","-0.91%"
"Jul 06, 2010","5,289.05","5,236.10","5,297.45","5,231.50","115.51M","1.02%"
"Jul 05, 2010","5,235.90","5,237.00","5,252.75","5,225.85","100.62M","-0.02%"
"Jul 02, 2010","5,237.10","5,251.25","5,277.25","5,225.60","149.98M","-0.27%"
"Jul 01, 2010","5,251.40","5,312.05","5,312.55","5,232.10","141.43M","-1.15%"
"Jun 30, 2010","5,312.50","5,254.25","5,320.35","5,210.00","183.72M","1.07%"
"Jun 29, 2010","5,256.15","5,333.55","5,334.15","5,235.80","158.72M","-1.45%"
"Jun 28, 2010","5,333.50","5,271.10","5,339.45","5,270.75","154.14M","1.22%"
"Jun 25, 2010","5,269.05","5,320.50","5,320.50","5,259.90","164.97M","-0.97%"
"Jun 24, 2010","5,320.60","5,323.25","5,348.30","5,284.55","218.79M","-0.05%"
"Jun 23, 2010","5,323.15","5,316.15","5,333.30","5,288.15","150.16M","0.12%"
"Jun 22, 2010","5,316.55","5,353.95","5,354.35","5,311.05","162.04M","-0.69%"
"Jun 21, 2010","5,353.30","5,266.50","5,366.75","5,266.50","186.20M","1.72%"
"Jun 18, 2010","5,262.60","5,274.95","5,302.30","5,245.50","205.20M","-0.23%"
"Jun 17, 2010","5,274.85","5,233.65","5,285.55","5,206.55","189.95M","0.79%"
"Jun 16, 2010","5,233.35","5,225.05","5,255.65","5,214.90","203.73M","0.21%"
"Jun 15, 2010","5,222.35","5,201.30","5,231.45","5,171.05","218.93M","0.47%"
"Jun 14, 2010","5,197.70","5,120.15","5,201.25","5,120.15","158.83M","1.53%"
"Jun 11, 2010","5,119.35","5,078.75","5,139.05","5,078.75","198.34M","0.80%"
"Jun 10, 2010","5,078.60","4,999.60","5,085.20","4,997.60","176.85M","1.57%"
"Jun 09, 2010","5,000.30","4,985.05","5,050.60","4,980.10","199.91M","0.26%"
"Jun 08, 2010","4,987.10","5,036.70","5,071.35","4,967.30","180.66M","-0.93%"
"Jun 07, 2010","5,034.00","5,132.95","5,132.95","5,004.25","175.61M","-1.98%"
"Jun 04, 2010","5,135.50","5,112.60","5,147.90","5,091.60","174.56M","0.49%"
"Jun 03, 2010","5,110.50","5,020.15","5,125.70","5,020.15","174.61M","1.81%"
"Jun 02, 2010","5,019.85","4,970.75","5,031.20","4,967.05","217.93M","1.00%"
"Jun 01, 2010","4,970.20","5,086.25","5,086.95","4,961.05","183.23M","-2.28%"
"May 31, 2010","5,086.30","5,076.10","5,097.60","5,038.55","179.56M","0.39%"
"May 28, 2010","5,066.55","5,005.60","5,077.25","5,005.60","188.07M","1.27%"
"May 27, 2010","5,003.10","4,915.15","5,016.60","4,897.60","238.53M","1.74%"
"May 26, 2010","4,917.40","4,807.30","4,925.45","4,807.30","221.98M","2.30%"
"May 25, 2010","4,806.75","4,945.30","4,946.60","4,786.45","198.19M","-2.78%"
"May 24, 2010","4,943.95","4,944.30","5,029.55","4,923.45","184.42M","0.26%"
"May 21, 2010","4,931.15","4,946.70","4,946.70","4,842.30","230.48M","-0.33%"
"May 20, 2010","4,947.60","4,924.30","4,980.25","4,924.30","197.30M","0.57%"
"May 19, 2010","4,919.65","5,065.10","5,065.10","4,908.15","212.95M","-2.89%"
"May 18, 2010","5,066.20","5,059.55","5,105.20","5,024.25","137.03M","0.12%"
"May 17, 2010","5,059.90","5,093.90","5,094.55","4,966.25","169.31M","-0.66%"
"May 14, 2010","5,093.50","5,180.55","5,192.75","5,070.95","144.38M","-1.65%"
"May 13, 2010","5,178.90","5,157.55","5,212.70","5,147.95","179.38M","0.43%"
"May 12, 2010","5,156.65","5,133.75","5,172.85","5,098.80","187.11M","0.40%"
"May 11, 2010","5,136.15","5,189.75","5,206.70","5,126.50","168.75M","-1.11%"
"May 10, 2010","5,193.60","5,026.60","5,203.30","5,026.60","191.63M","3.50%"
"May 07, 2010","5,018.05","5,072.30","5,085.65","4,984.60","233.35M","-1.43%"
"May 06, 2010","5,090.85","5,124.40","5,124.90","5,037.75","192.11M","-0.66%"
"May 05, 2010","5,124.90","5,148.35","5,148.35","5,056.50","207.68M","-0.46%"
"May 04, 2010","5,148.50","5,223.90","5,250.15","5,134.85","145.54M","-1.42%"
"May 03, 2010","5,222.75","5,278.40","5,278.70","5,210.05","111.45M","-1.05%"
"Apr 30, 2010","5,278.00","5,254.20","5,294.80","5,254.20","152.50M","0.45%"
"Apr 29, 2010","5,254.15","5,215.25","5,264.75","5,214.80","171.68M","0.74%"
"Apr 28, 2010","5,215.45","5,308.20","5,308.25","5,202.45","178.64M","-1.75%"
"Apr 27, 2010","5,308.35","5,322.10","5,330.55","5,301.40","144.43M","-0.26%"
"Apr 26, 2010","5,322.45","5,299.35","5,342.35","5,299.35","127.02M","0.35%"
"Apr 23, 2010","5,304.10","5,269.65","5,311.05","5,269.65","154.12M","0.66%"
"Apr 22, 2010","5,269.35","5,248.60","5,331.80","5,221.10","180.29M","0.47%"
"Apr 21, 2010","5,244.90","5,230.30","5,266.30","5,230.30","196.90M","0.28%"
"Apr 20, 2010","5,230.10","5,208.30","5,257.25","5,208.30","199.48M","0.51%"
"Apr 19, 2010","5,203.65","5,279.05","5,279.05","5,160.90","155.32M","-1.12%"
"Apr 16, 2010","5,262.60","5,273.40","5,283.05","5,237.55","151.01M","-0.21%"
"Apr 15, 2010","5,273.60","5,323.30","5,373.15","5,265.30","195.01M","-0.93%"
"Apr 13, 2010","5,322.95","5,340.85","5,356.50","5,301.70","126.58M","-0.31%"
"Apr 12, 2010","5,339.70","5,354.15","5,382.15","5,324.90","134.90M","-0.41%"
"Apr 09, 2010","5,361.75","5,302.40","5,377.45","5,302.25","154.50M","1.08%"
"Apr 08, 2010","5,304.45","5,376.30","5,383.65","5,290.25","156.58M","-1.31%"
"Apr 07, 2010","5,374.65","5,365.70","5,399.65","5,345.05","166.79M","0.16%"
"Apr 06, 2010","5,366.00","5,369.65","5,388.65","5,351.70","147.05M","-0.04%"
"Apr 05, 2010","5,368.40","5,291.40","5,377.55","5,291.40","132.42M","1.47%"
"Apr 01, 2010","5,290.50","5,249.20","5,298.60","5,249.20","127.77M","0.79%"
"Mar 31, 2010","5,249.10","5,260.40","5,293.90","5,235.15","147.62M","-0.25%"
"Mar 30, 2010","5,262.45","5,302.95","5,325.00","5,251.35","133.48M","-0.76%"
"Mar 29, 2010","5,302.85","5,283.90","5,329.55","5,242.15","132.19M","0.39%"
"Mar 26, 2010","5,282.00","5,260.55","5,293.75","5,260.55","140.97M","0.41%"
"Mar 25, 2010","5,260.40","5,225.30","5,267.30","5,202.95","207.84M","0.67%"
"Mar 23, 2010","5,225.30","5,205.85","5,243.60","5,193.40","146.48M","0.39%"
"Mar 22, 2010","5,205.20","5,260.95","5,260.95","5,187.05","130.04M","-1.09%"
"Mar 19, 2010","5,262.80","5,246.80","5,269.95","5,237.10","136.87M","0.32%"
"Mar 18, 2010","5,245.90","5,232.55","5,255.65","5,214.40","160.34M","0.27%"
"Mar 17, 2010","5,231.90","5,198.45","5,260.50","5,177.15","169.77M","0.65%"
"Mar 16, 2010","5,198.10","5,128.95","5,209.25","5,125.70","120.69M","1.35%"
"Mar 15, 2010","5,128.90","5,134.45","5,151.05","5,101.20","134.88M","-0.16%"
"Mar 12, 2010","5,137.00","5,131.80","5,158.10","5,122.10","152.56M","0.07%"
"Mar 11, 2010","5,133.40","5,116.35","5,152.60","5,102.10","155.70M","0.34%"
"Mar 10, 2010","5,116.25","5,101.60","5,137.40","5,092.05","167.18M","0.29%"
"Mar 09, 2010","5,101.50","5,121.05","5,131.80","5,094.35","158.74M","-0.44%"
"Mar 08, 2010","5,124.00","5,092.15","5,147.10","5,092.15","188.57M","0.69%"
"Mar 05, 2010","5,088.70","5,080.55","5,118.65","5,068.05","209.60M","0.17%"
"Mar 04, 2010","5,080.25","5,096.95","5,096.95","5,049.00","205.10M","-0.15%"
"Mar 03, 2010","5,088.10","5,015.80","5,093.25","5,015.10","191.79M","1.42%"
"Mar 02, 2010","5,017.00","4,935.60","5,029.45","4,935.35","233.13M","1.92%"
"Feb 26, 2010","4,922.30","4,858.50","4,992.00","4,858.45","341.14M","1.29%"
"Feb 25, 2010","4,859.75","4,859.00","4,880.15","4,835.60","179.44M","0.02%"
"Feb 24, 2010","4,858.60","4,869.55","4,880.55","4,834.65","141.21M","-0.24%"
"Feb 23, 2010","4,870.05","4,856.60","4,884.10","4,833.15","129.23M","0.28%"
"Feb 22, 2010","4,856.40","4,849.35","4,912.05","4,845.90","149.36M","0.24%"
"Feb 19, 2010","4,844.90","4,887.30","4,887.30","4,805.55","194.31M","-0.88%"
"Feb 18, 2010","4,887.75","4,915.10","4,922.05","4,873.70","193.51M","-0.53%"
"Feb 17, 2010","4,914.00","4,858.65","4,929.70","4,857.60","176.50M","1.20%"
"Feb 16, 2010","4,855.75","4,801.80","4,880.00","4,791.35","156.01M","1.12%"
"Feb 15, 2010","4,801.95","4,827.90","4,845.60","4,783.90","153.76M","-0.52%"
"Feb 11, 2010","4,826.85","4,757.25","4,843.80","4,757.25","142.64M","1.46%"
"Feb 10, 2010","4,757.20","4,793.00","4,826.85","4,748.10","185.05M","-0.74%"
"Feb 09, 2010","4,792.65","4,760.55","4,810.40","4,739.35","175.45M","0.68%"
"Feb 08, 2010","4,760.40","4,755.35","4,799.05","4,675.40","205.36M","0.07%"
"Feb 06, 2010","4,757.25","4,712.75","4,768.15","4,712.75","22.09M","0.82%"
"Feb 05, 2010","4,718.65","4,819.65","4,827.00","4,692.35","222.36M","-2.61%"
"Feb 04, 2010","4,845.35","4,931.30","4,931.30","4,832.35","167.82M","-1.75%"
"Feb 03, 2010","4,931.85","4,831.00","4,949.15","4,831.00","163.10M","2.11%"
"Feb 02, 2010","4,830.10","4,907.85","4,951.15","4,814.10","235.09M","-1.42%"
"Feb 01, 2010","4,899.70","4,882.05","4,918.80","4,827.15","226.82M","0.36%"
"Jan 29, 2010","4,882.05","4,866.15","4,893.70","4,766.00","265.19M","0.30%"
"Jan 28, 2010","4,867.25","4,863.00","4,929.90","4,824.95","275.87M","0.29%"
"Jan 27, 2010","4,853.10","5,008.50","5,008.50","4,833.05","274.77M","-3.09%"
"Jan 25, 2010","5,007.90","5,034.55","5,035.70","4,983.05","166.40M","-0.56%"
"Jan 22, 2010","5,036.00","5,094.15","5,094.15","4,954.85","270.25M","-1.14%"
"Jan 21, 2010","5,094.15","5,220.20","5,220.35","5,085.45","190.01M","-2.44%"
"Jan 20, 2010","5,221.70","5,226.10","5,256.70","5,201.40","167.87M","-0.08%"
"Jan 19, 2010","5,225.65","5,274.20","5,287.80","5,218.65","141.42M","-0.93%"
"Jan 18, 2010","5,274.85","5,253.65","5,292.50","5,228.95","153.69M","0.43%"
"Jan 15, 2010","5,252.20","5,259.90","5,279.85","5,242.45","167.24M","-0.15%"
"Jan 14, 2010","5,259.90","5,234.50","5,272.85","5,232.50","171.28M","0.50%"
"Jan 13, 2010","5,233.95","5,212.60","5,239.20","5,169.55","200.78M","0.45%"
"Jan 12, 2010","5,210.40","5,251.10","5,300.50","5,200.95","206.75M","-0.74%"
"Jan 11, 2010","5,249.40","5,263.80","5,287.20","5,227.80","238.01M","0.09%"
"Jan 08, 2010","5,244.75","5,264.25","5,276.75","5,234.70","201.91M","-0.35%"
"Jan 07, 2010","5,263.10","5,281.80","5,302.55","5,244.75","181.25M","-0.35%"
"Jan 06, 2010","5,281.80","5,278.15","5,310.85","5,260.05","216.15M","0.07%"
"Jan 05, 2010","5,277.90","5,277.15","5,288.35","5,242.40","240.84M","0.87%"
"Jan 04, 2010","5,232.20","5,200.90","5,238.45","5,167.10","148.65M","0.60%"
"Dec 31, 2009","5,201.05","5,171.20","5,221.85","5,168.75","188.09M","0.61%"
"Dec 30, 2009","5,169.45","5,188.75","5,197.05","5,160.10","147.55M","-0.36%"
"Dec 29, 2009","5,187.95","5,180.75","5,214.60","5,175.85","160.53M","0.18%"
"Dec 24, 2009","5,178.40","5,144.80","5,197.90","5,129.05","202.18M","0.66%"
"Dec 23, 2009","5,144.60","4,990.05","5,150.60","4,990.05","250.73M","3.18%"
"Dec 22, 2009","4,985.85","4,953.35","4,997.30","4,953.35","164.38M","0.67%"
"Dec 21, 2009","4,952.60","4,983.65","4,997.85","4,943.95","168.16M","-0.70%"
"Dec 18, 2009","4,987.70","5,042.00","5,043.40","4,979.05","199.33M","-1.07%"
"Dec 17, 2009","5,041.75","5,046.65","5,064.20","5,013.15","219.46M","-0.01%"
"Dec 16, 2009","5,042.05","5,032.95","5,067.25","5,001.80","202.11M","0.18%"
"Dec 15, 2009","5,033.05","5,105.75","5,129.45","5,018.25","198.96M","-1.42%"
"Dec 14, 2009","5,105.70","5,117.45","5,156.70","5,090.15","171.68M","-0.23%"
"Dec 11, 2009","5,117.30","5,136.05","5,182.55","5,088.40","207.03M","-0.34%"
"Dec 10, 2009","5,134.65","5,112.40","5,146.45","5,084.65","212.78M","0.44%"
"Dec 09, 2009","5,112.00","5,147.65","5,147.65","5,090.60","240.04M","-0.70%"
"Dec 08, 2009","5,147.95","5,068.55","5,152.55","5,058.90","222.74M","1.60%"
"Dec 07, 2009","5,066.70","5,108.85","5,131.30","5,051.55","213.12M","-0.83%"
"Dec 04, 2009","5,108.90","5,131.70","5,161.80","5,081.85","207.47M","-0.44%"
"Dec 03, 2009","5,131.70","5,124.55","5,181.00","5,106.60","225.73M","0.16%"
"Dec 02, 2009","5,123.25","5,122.75","5,161.75","5,111.75","284.76M","0.02%"
"Dec 01, 2009","5,122.00","5,039.70","5,130.35","5,038.85","301.88M","1.77%"
"Nov 30, 2009","5,032.70","4,942.25","5,066.35","4,942.25","299.57M","1.84%"
"Nov 27, 2009","4,941.75","5,005.05","5,005.05","4,806.70","304.96M","-1.27%"
"Nov 26, 2009","5,005.55","5,116.45","5,116.45","4,986.05","250.07M","-2.01%"
"Nov 25, 2009","5,108.15","5,091.55","5,138.00","5,078.35","185.17M","0.35%"
"Nov 24, 2009","5,090.55","5,105.00","5,112.85","5,053.50","201.32M","-0.25%"
"Nov 23, 2009","5,103.55","5,052.95","5,113.10","5,052.10","193.88M","1.01%"
"Nov 20, 2009","5,052.45","4,988.75","5,063.30","4,932.80","289.28M","1.27%"
"Nov 19, 2009","4,989.00","5,043.95","5,053.45","4,963.70","286.20M","-1.30%"
"Nov 18, 2009","5,054.70","5,061.50","5,079.30","5,041.65","204.35M","-0.15%"
"Nov 17, 2009","5,062.25","5,058.95","5,074.00","5,010.15","211.03M","0.08%"
"Nov 16, 2009","5,058.05","4,996.50","5,073.20","4,994.00","218.55M","1.18%"
"Nov 13, 2009","4,998.95","4,952.35","5,017.90","4,942.65","217.42M","0.93%"
"Nov 12, 2009","4,952.65","5,004.40","5,014.40","4,924.75","282.05M","-1.03%"
"Nov 11, 2009","5,003.95","4,882.30","5,016.70","4,870.05","251.12M","2.50%"
"Nov 10, 2009","4,881.70","4,898.90","4,947.70","4,860.10","273.28M","-0.34%"
"Nov 09, 2009","4,898.40","4,796.15","4,905.25","4,789.90","242.56M","2.13%"
"Nov 06, 2009","4,796.15","4,767.50","4,836.20","4,764.85","279.50M","0.64%"
"Nov 05, 2009","4,765.55","4,711.65","4,776.35","4,610.60","337.19M","1.16%"
"Nov 04, 2009","4,710.80","4,567.30","4,717.80","4,565.00","342.88M","3.22%"
"Nov 03, 2009","4,563.90","4,712.25","4,729.85","4,538.50","319.39M","-3.14%"
"Oct 30, 2009","4,711.70","4,751.10","4,853.65","4,687.50","321.18M","-0.82%"
"Oct 29, 2009","4,750.55","4,826.10","4,826.10","4,738.40","354.05M","-1.57%"
"Oct 28, 2009","4,826.15","4,846.55","4,867.00","4,784.10","291.61M","-0.42%"
"Oct 27, 2009","4,846.70","4,970.55","4,970.55","4,829.50","324.13M","-2.50%"
"Oct 26, 2009","4,970.90","4,997.15","5,033.75","4,961.35","201.76M","-0.52%"
"Oct 23, 2009","4,997.05","4,986.55","5,054.95","4,983.25","223.34M","0.17%"
"Oct 22, 2009","4,988.60","5,063.35","5,064.25","4,968.45","219.15M","-1.48%"
"Oct 21, 2009","5,063.60","5,114.85","5,117.45","5,051.65","206.63M","-0.99%"
"Oct 20, 2009","5,114.45","5,145.60","5,181.95","5,102.65","199.62M","-0.53%"
"Oct 17, 2009","5,141.80","5,159.35","5,176.80","5,124.25","41.29M","-0.01%"
"Oct 16, 2009","5,142.15","5,108.65","5,149.65","5,093.20","208.18M","0.65%"
"Oct 15, 2009","5,108.85","5,118.55","5,152.25","5,077.10","258.10M","-0.18%"
"Oct 14, 2009","5,118.20","5,054.35","5,127.40","5,054.35","243.36M","1.27%"
"Oct 12, 2009","5,054.25","4,945.45","5,068.05","4,945.45","187.30M","2.21%"
"Oct 09, 2009","4,945.20","4,993.00","5,032.60","4,934.55","215.44M","-1.14%"
"Oct 08, 2009","5,002.25","5,011.25","5,043.05","4,971.75","294.68M","0.33%"
"Oct 07, 2009","4,985.75","5,031.70","5,077.00","4,972.95","266.22M","-0.83%"
"Oct 06, 2009","5,027.40","5,003.65","5,034.70","4,921.05","367.28M","0.48%"
"Oct 05, 2009","5,003.20","5,076.05","5,076.05","4,991.95","239.34M","-1.58%"
"Oct 01, 2009","5,083.40","5,087.20","5,110.50","5,057.05","224.76M","-0.01%"
"Sep 30, 2009","5,083.95","5,007.65","5,087.60","5,004.35","184.79M","1.54%"
"Sep 29, 2009","5,006.85","4,959.15","5,020.25","4,959.10","174.80M","0.97%"
"Sep 25, 2009","4,958.95","4,985.10","4,994.35","4,931.25","179.96M","-0.55%"
"Sep 24, 2009","4,986.55","4,977.15","5,016.70","4,904.05","266.93M","0.33%"
"Sep 23, 2009","4,969.95","5,019.95","5,030.75","4,957.05","213.35M","-1.00%"
"Sep 22, 2009","5,020.20","4,977.10","5,036.30","4,977.10","189.01M","0.89%"
"Sep 18, 2009","4,976.05","4,963.95","4,980.85","4,931.90","222.10M","0.21%"
"Sep 17, 2009","4,965.55","4,958.55","5,003.05","4,944.15","270.02M","0.14%"
"Sep 16, 2009","4,958.40","4,894.65","4,966.30","4,894.65","240.10M","1.36%"
"Sep 15, 2009","4,892.10","4,808.35","4,899.45","4,808.35","215.33M","1.74%"
"Sep 14, 2009","4,808.60","4,830.35","4,832.25","4,786.25","168.56M","-0.43%"
"Sep 11, 2009","4,829.55","4,819.40","4,856.15","4,791.55","236.39M","0.21%"
"Sep 10, 2009","4,819.40","4,814.35","4,889.05","4,807.90","235.71M","0.11%"
"Sep 09, 2009","4,814.25","4,804.90","4,825.05","4,783.50","239.16M","0.19%"
"Sep 08, 2009","4,805.25","4,782.85","4,842.20","4,782.65","310.69M","0.47%"
"Sep 07, 2009","4,782.90","4,682.40","4,790.00","4,679.30","243.16M","2.19%"
"Sep 04, 2009","4,680.40","4,608.70","4,697.20","4,580.35","243.56M","1.89%"
"Sep 03, 2009","4,593.55","4,608.75","4,647.35","4,581.05","245.96M","-0.32%"
"Sep 02, 2009","4,608.35","4,624.00","4,650.45","4,576.60","265.75M","-0.37%"
"Sep 01, 2009","4,625.35","4,662.20","4,735.90","4,600.65","332.64M","-0.79%"
"Aug 31, 2009","4,662.10","4,730.85","4,730.85","4,635.00","355.95M","-1.48%"
"Aug 28, 2009","4,732.35","4,688.40","4,743.75","4,651.40","285.80M","0.94%"
"Aug 27, 2009","4,688.20","4,679.00","4,707.90","4,645.15","231.00M","0.16%"
"Aug 26, 2009","4,680.85","4,659.45","4,697.80","4,659.10","208.84M","0.46%"
"Aug 25, 2009","4,659.35","4,641.65","4,672.90","4,582.50","249.00M","0.36%"
"Aug 24, 2009","4,642.80","4,536.95","4,656.30","4,536.95","207.90M","2.52%"
"Aug 21, 2009","4,528.80","4,453.45","4,538.70","4,400.90","185.70M","1.69%"
"Aug 20, 2009","4,453.45","4,394.35","4,492.80","4,394.35","166.60M","1.35%"
"Aug 19, 2009","4,394.10","4,457.75","4,477.55","4,353.45","254.67M","-1.45%"
"Aug 18, 2009","4,458.90","4,389.50","4,491.45","4,372.65","265.22M","1.62%"
"Aug 17, 2009","4,387.90","4,578.80","4,578.80","4,374.60","252.33M","-4.20%"
"Aug 14, 2009","4,580.05","4,605.15","4,619.00","4,559.35","222.99M","-0.54%"
"Aug 13, 2009","4,605.00","4,458.55","4,614.15","4,458.55","253.54M","3.31%"
"Aug 12, 2009","4,457.50","4,473.80","4,473.80","4,359.40","274.15M","-0.31%"
"Aug 11, 2009","4,471.35","4,435.00","4,510.80","4,398.90","250.13M","0.76%"
"Aug 10, 2009","4,437.65","4,486.50","4,562.50","4,399.85","284.08M","-0.98%"
"Aug 07, 2009","4,481.40","4,591.90","4,591.90","4,463.95","266.87M","-2.27%"
"Aug 06, 2009","4,585.50","4,694.35","4,718.15","4,559.20","278.15M","-2.31%"
"Aug 05, 2009","4,694.15","4,680.95","4,717.20","4,629.85","244.64M","0.29%"
"Aug 04, 2009","4,680.50","4,706.25","4,731.45","4,642.60","322.87M","-0.66%"
"Aug 03, 2009","4,711.40","4,633.80","4,723.75","4,617.75","277.00M","1.62%"
