Date,Open,High,Low,Close,Adj Close,Volume
2003-09-16,63.414299,64.304604,61.477501,64.062500,40.823750,62625892
2003-09-17,65.288597,65.288597,62.812901,63.554901,40.500282,46128728
2003-09-18,63.882900,63.882900,61.329102,61.750801,39.350628,55862046
2003-09-19,61.703999,63.703201,61.227600,63.109699,40.216572,70269989
2003-09-22,64.335800,64.335800,62.492699,62.953499,40.117039,34133988
2003-09-23,62.500500,64.960602,62.125702,64.437302,41.062595,32445901
2003-09-24,65.085503,67.350304,64.390503,67.006699,42.699932,54360933
2003-09-25,66.850502,67.553398,64.976196,65.319801,41.624966,64107458
2003-09-26,65.725899,66.764603,65.132401,66.584999,42.431210,46458372
2003-09-29,79.658302,79.658302,66.811501,67.834503,43.227451,31527581
2003-09-30,68.139099,69.560501,67.943901,69.318398,44.173050,49904152
2003-10-01,68.880997,69.560501,67.639297,68.053200,43.366814,29425756
2003-10-02,null,null,null,null,null,null
2003-10-03,68.568604,70.286797,68.412399,70.060303,44.645844,42487722
2003-10-06,70.052498,71.817497,65.991501,71.458199,45.536640,31253804
2003-10-07,71.536301,72.004898,70.310204,70.567902,44.969299,34672432
2003-10-08,72.629601,72.629601,70.075897,71.106796,45.312721,29478261
2003-10-09,71.692497,72.317299,70.614799,71.091103,45.302719,34816126
2003-10-10,71.567497,73.723000,71.567497,73.551201,46.870403,49067641
2003-10-13,73.543404,75.597298,72.707703,75.136497,47.880642,35605785
2003-10-14,75.753502,76.206497,72.653099,73.137299,46.606647,38869053
2003-10-15,73.277802,75.425499,72.840500,74.761703,47.641808,40956825
2003-10-16,77.768402,77.768402,75.066299,76.307999,48.627178,105551009
2003-10-17,76.065903,77.627800,75.855003,76.464203,48.726715,43052812
2003-10-20,77.003098,77.315399,74.972504,75.253700,47.955326,28681022
2003-10-21,75.753502,75.753502,72.551598,73.129501,46.601688,44131095
2003-10-22,71.887703,74.097900,71.887703,73.238800,46.671329,35332321
2003-10-23,73.379402,73.410599,71.239502,71.661201,45.666008,37642710
2003-10-24,57.791302,74.035400,57.791302,73.512100,46.845490,40297890
2003-10-27,74.191597,74.347801,71.403503,71.692497,45.685955,31899372
2003-10-28,71.848701,73.410599,71.536301,72.520302,46.213474,47549806
2003-10-29,72.981102,74.183800,72.239197,73.785500,47.019718,25850866
2003-10-30,73.496498,74.972504,73.191902,74.511803,47.482548,30098136
2003-10-31,74.972504,76.182999,74.675797,75.980003,48.418163,30211112
2003-11-03,76.058098,78.237000,76.058098,77.799599,49.577698,56146694
2003-11-04,78.424400,79.033501,76.089302,76.768799,48.920826,50467943
2003-11-05,76.065903,77.174896,75.050598,76.315804,48.632153,41659278
2003-11-06,76.846802,78.330704,76.393898,76.979599,49.055157,61397595
2003-11-07,77.088997,77.612198,74.925697,75.308403,47.990185,33387622
2003-11-10,79.658302,79.658302,73.582397,75.433296,48.069775,25248469
2003-11-11,74.996002,75.753502,74.285301,75.074097,47.840870,29264327
2003-11-12,76.534500,76.760902,75.300598,75.605103,48.179253,36298121
2003-11-13,78.080803,78.080803,74.355598,74.636703,47.562141,29369005
2003-11-14,73.605904,74.191597,72.192299,72.613998,46.273186,37457938
2003-11-17,72.965500,74.566399,72.629601,74.183800,47.273529,33834563
2003-11-18,73.824501,74.464897,72.629601,72.785797,46.382660,23749847
2003-11-19,72.496902,72.903000,71.629997,72.098602,45.944748,33952309
2003-11-20,72.176697,72.770203,70.130600,70.411697,44.869762,28899393
2003-11-21,69.693199,72.145401,69.693199,71.762802,45.730751,38634734
2003-11-24,72.137604,72.317299,70.927101,71.208298,45.377396,20100774
2003-11-25,71.223900,73.238800,71.223900,72.949799,46.487179,31664457
2003-11-26,null,null,null,null,null,null
2003-11-27,72.965500,75.019402,72.965500,74.378998,47.397930,46396545
2003-11-28,74.503998,76.518898,74.503998,76.073700,48.477871,34696722
2003-12-01,76.550102,77.284203,76.237701,76.885902,48.995445,26401231
2003-12-02,77.026497,78.877403,75.878502,78.033897,49.727005,40187545
2003-12-03,78.877403,78.877403,76.979599,77.768402,49.557819,53909395
2003-12-04,76.604797,79.892601,76.604797,79.455299,50.632790,82328036
2003-12-05,79.658302,79.970703,76.721901,77.010902,49.075104,37733040
2003-12-08,76.401703,77.198303,74.558601,74.956902,47.766201,51979645
2003-12-09,75.183403,76.276703,75.183403,76.003403,48.433071,36254265
2003-12-10,76.143997,78.479103,75.925301,77.721497,49.527924,65813004
2003-12-11,78.268204,78.721199,76.409500,77.018700,49.080070,47580326
2003-12-12,77.479401,77.479401,76.151802,76.737503,48.900879,31794520
2003-12-15,76.846802,78.455597,76.846802,77.940201,49.667290,38172382
2003-12-16,77.908997,79.260002,76.948402,78.846100,50.244576,57977630
2003-12-17,79.033501,79.252197,78.112000,78.525902,50.040535,39859003
2003-12-18,78.065201,79.861397,78.065201,79.181900,50.458569,43791995
2003-12-19,79.345901,81.681000,79.345901,81.329597,51.827190,68327409
2003-12-22,81.399902,82.782204,81.399902,82.399498,52.508976,27498682
2003-12-23,67.943901,82.750900,67.943901,81.595100,51.996384,29469375
2003-12-24,81.243698,82.938400,81.243698,82.454201,52.543839,27817128
2003-12-25,null,null,null,null,null,null
2003-12-26,82.961800,83.203903,82.352699,82.813400,52.772739,22019230
2003-12-29,83.250801,84.180099,83.125801,83.914597,53.474476,21210306
2003-12-30,83.875504,90.591797,83.602203,87.889702,56.007607,78858574
2003-12-31,87.780296,91.029198,87.780296,89.474998,57.017830,73443900
2004-01-01,90.591797,90.591797,88.584702,89.131401,56.798874,26065556
2004-01-02,89.732803,91.981903,89.131401,91.403999,58.247086,51959862
2004-01-05,91.372803,92.138100,89.342300,90.599602,57.734493,39059516
2004-01-06,90.748001,91.919502,88.100502,89.404800,56.973091,37103754
2004-01-07,89.061096,90.982300,88.561302,90.615196,57.744419,38061141
2004-01-08,91.372803,93.387703,91.083801,92.169403,58.734840,34185745
2004-01-09,93.715698,94.598198,89.834297,90.380997,57.595173,56092632
2004-01-12,90.279404,91.200996,88.748703,89.225098,56.858582,35780998
2004-01-13,89.537498,92.075699,89.381302,91.747704,58.466106,37597676
2004-01-14,92.153702,93.559502,92.153702,93.247101,59.421608,32715939
2004-01-15,94.262398,94.637199,89.748398,90.295097,57.540436,43050123
2004-01-16,91.372803,91.653900,89.342300,90.763603,57.838997,51586836
2004-01-19,90.771400,91.997597,88.889297,91.333702,58.202293,35676460
2004-01-20,91.997597,93.372002,89.084602,89.724998,57.177135,38740379
2004-01-21,89.225098,90.544998,85.531197,86.366798,55.037132,41435657
2004-01-22,86.374603,89.795197,82.352699,83.602203,53.275402,65424612
2004-01-23,84.187897,87.663200,83.055496,87.132103,55.524826,59518821
2004-01-26,null,null,null,null,null,null
2004-01-27,87.788200,91.122902,87.522598,90.693398,57.794266,45278087
2004-01-28,91.841400,92.036598,88.959602,89.920197,57.301533,53488620
2004-01-29,90.748001,91.513397,88.295799,89.264198,56.883499,94698645
2004-01-30,89.420403,90.498100,87.155602,87.553902,55.793610,39497763
2004-02-02,null,null,null,null,null,null
2004-02-03,87.780296,88.217697,85.734200,86.483902,55.111759,44263662
2004-02-04,86.741699,89.810898,85.835701,89.248596,56.873547,47194239
2004-02-05,89.732803,90.357498,87.358597,88.186401,56.196674,46227049
2004-02-06,88.834602,90.123199,88.108398,89.873299,57.271652,41924834
2004-02-09,90.357498,92.153702,90.357498,91.950699,58.595474,31953132
2004-02-10,92.466103,93.465797,91.466499,92.661400,59.048363,56652703
2004-02-11,96.839500,96.839500,90.763603,91.732002,58.456112,39758857
2004-02-12,92.192802,92.919098,91.216599,91.794502,58.495934,37908785
2004-02-13,91.552399,93.309601,91.232201,92.997200,59.262352,29912014
2004-02-16,93.403297,94.028099,92.192802,92.614502,59.018482,36444786
2004-02-17,92.481796,94.496597,92.153702,93.520401,59.595753,59039689
2004-02-18,94.004601,95.355698,93.739098,94.473198,60.202927,72255471
2004-02-19,94.512299,95.121399,90.599602,90.958900,57.963444,53473152
2004-02-20,90.763603,92.934700,90.669899,91.755501,58.471077,64265276
2004-02-23,91.997597,92.778503,87.483597,88.303596,56.271355,60125968
2004-02-24,86.765099,88.811203,85.905998,88.366096,56.311184,80375692
2004-02-25,89.029900,89.029900,86.257500,86.718201,55.261066,44577293
2004-02-26,86.530800,88.139603,84.187897,84.703300,53.977058,67116918
2004-02-27,85.210999,86.936897,85.125099,86.640099,55.211292,52896365
2004-03-01,88.873703,88.944000,86.890099,88.608200,56.465469,39919953
2004-03-02,null,null,null,null,null,null
2004-03-03,88.897102,91.200996,88.576897,90.724602,57.814144,54527054
2004-03-04,90.279404,91.216599,89.123596,89.599998,57.097481,27209603
2004-03-05,89.186096,91.763298,89.186096,91.552399,58.341660,26486068
2004-03-08,91.841400,93.559502,91.747704,93.051903,59.297207,31100801
2004-03-09,93.715698,93.715698,90.357498,91.263496,58.157547,29244742
2004-03-10,90.748001,90.904198,89.061096,89.607803,57.102467,26064083
2004-03-11,89.342300,90.279404,87.936501,88.381699,56.321121,35720623
2004-03-12,88.170799,88.873703,86.694801,87.874100,55.997665,34640394
2004-03-15,88.569099,88.998596,84.344101,85.132896,54.250832,42409197
2004-03-16,84.344101,86.663597,83.641197,84.633102,53.932343,54498301
2004-03-17,85.125099,86.218399,83.586601,84.406601,53.787991,51289491
2004-03-18,84.656502,84.984497,80.494003,81.079697,51.667931,71609283
2004-03-19,80.751701,82.555702,80.751701,81.727898,52.080997,50171745
2004-03-22,79.517799,81.681000,78.963303,79.299103,50.533241,41202042
2004-03-23,79.502098,80.829803,78.916397,79.931702,50.936375,42509509
2004-03-24,79.970703,80.478302,79.002296,80.017601,50.991104,45366978
2004-03-25,80.134697,81.267097,79.705200,80.290901,51.165287,61537467
2004-03-26,80.900101,82.829002,80.900101,82.110497,52.324818,48320731
2004-03-29,82.180801,83.500702,82.016800,82.594704,52.633369,36556949
2004-03-30,82.797798,83.828697,82.165199,82.336998,52.469151,40745657
2004-03-31,82.321404,84.344101,81.962196,84.039497,53.554066,35143324
2004-04-01,84.187897,87.108704,84.187897,86.819801,55.325817,49580603
2004-04-02,101.525002,101.525002,86.804199,88.373901,56.316158,45612296
2004-04-05,88.561302,90.802696,88.561302,89.826500,57.241829,41464730
2004-04-06,89.967003,90.966698,88.194298,89.873299,57.271652,45728870
2004-04-07,90.568398,90.732399,89.029900,89.654701,57.132343,26618885
2004-04-08,89.029900,90.544998,88.327003,89.490700,57.027836,29700743
2004-04-09,null,null,null,null,null,null
2004-04-12,89.888901,89.888901,87.264900,87.741302,55.913033,24527002
2004-04-13,88.092697,89.951401,86.749496,89.545303,57.062637,25961070
2004-04-14,null,null,null,null,null,null
2004-04-15,90.419998,90.779297,87.874100,88.303596,56.271355,38104069
2004-04-16,88.405098,89.459396,88.045898,88.428596,56.351017,19397086
2004-04-19,88.014603,88.936203,85.999702,86.312103,55.002285,26088009
2004-04-20,86.608902,86.608902,85.593697,86.273102,54.977428,22490160
2004-04-21,85.913803,88.944000,85.905998,88.772202,56.569973,30355971
2004-04-22,88.717499,89.623398,88.014603,88.834602,56.609734,20729567
2004-04-23,88.717499,89.779602,88.272400,88.608200,56.465469,22974440
2004-04-26,null,null,null,null,null,null
2004-04-27,87.468002,87.468002,83.930199,84.258202,53.693436,42787966
2004-04-28,84.351898,85.749802,83.899002,84.406601,53.787991,42146970
2004-04-29,84.187897,84.968903,82.235497,82.672897,52.683193,105783100
2004-04-30,88.248901,97.636101,81.563904,82.227699,52.399498,47603265
2004-05-03,82.313599,82.985199,80.548599,82.540100,52.598572,52738732
2004-05-04,83.703697,98.877899,82.641602,82.899300,52.827477,30640581
2004-05-05,83.094597,83.321098,82.321404,82.782204,52.752850,27313827
2004-05-06,83.563103,84.859596,83.430397,84.422203,53.797943,37735428
2004-05-07,83.094597,84.109802,82.594704,83.156998,52.991692,28466326
2004-05-10,82.735298,82.735298,80.470497,81.095299,51.677876,40923251
2004-05-11,79.751999,79.814499,75.542603,76.573502,48.796375,46685905
2004-05-12,75.597298,78.002701,75.597298,77.573196,49.433422,39986934
2004-05-13,74.972504,81.899696,74.035400,79.884804,50.906490,83729311
2004-05-14,79.658302,80.876602,73.598000,74.519600,47.487522,78807553
2004-05-17,73.410599,73.707397,59.618801,63.148800,40.241486,59972312
2004-05-18,67.162903,71.520699,64.054703,67.740799,43.167736,86445121
2004-05-19,69.388603,72.785797,69.388603,70.669403,45.033989,73755099
2004-05-20,72.317299,72.582802,68.748299,69.224602,47.653442,60163582
2004-05-21,69.021599,69.037201,67.170700,68.646698,47.255619,43185296
2004-05-24,70.286797,71.536301,69.513603,70.888100,48.798576,43260056
2004-05-25,70.755302,71.833099,68.201599,71.177101,48.997532,51261148
2004-05-26,71.848701,73.098198,71.130203,71.739304,49.384529,43822828
2004-05-27,70.599098,71.466003,69.755699,70.138397,48.282501,36544387
2004-05-28,69.825996,70.427299,66.569397,67.584602,46.524483,57012342
2004-05-31,67.397202,68.553001,64.429497,67.131699,46.212719,61801186
2004-06-01,67.943901,69.193398,67.498703,67.818901,46.685783,39792277
2004-06-02,68.084396,69.185600,67.881401,68.638901,47.250252,27508772
2004-06-03,69.662003,70.630402,66.085197,66.905197,46.056793,46152545
2004-06-04,66.069504,67.943901,66.007103,67.709602,46.610531,39384960
2004-06-07,67.943901,70.224297,67.943901,69.474503,47.825474,42330218
2004-06-08,69.505798,71.309799,68.959099,71.106796,48.949131,46517793
2004-06-09,71.380096,71.575302,70.177399,70.411697,48.470623,32883975
2004-06-10,70.114998,70.599098,69.505798,69.927498,48.137306,22515987
2004-06-11,69.818199,69.818199,67.162903,67.428398,46.416965,30236645
2004-06-14,67.006699,68.318703,66.303802,67.928299,46.761082,46419632
2004-06-15,67.959503,70.677200,67.787697,70.380501,48.449150,43445180
2004-06-16,70.755302,71.192703,69.130898,69.685402,47.970654,29155686
2004-06-17,70.193001,71.372299,68.584297,70.958397,48.846966,37791244
2004-06-18,70.911499,70.911499,68.904404,69.466797,47.820168,31498508
2004-06-21,69.693199,69.958702,67.639297,67.865799,46.718060,37394632
2004-06-22,67.600197,68.802902,67.162903,67.436203,46.422329,34527137
2004-06-23,68.022003,68.022003,63.906300,64.234299,44.218178,70869390
2004-06-24,64.195198,66.459999,64.195198,66.077400,45.486946,75587296
2004-06-25,66.225700,68.193802,66.085197,67.412804,46.406227,52683531
2004-06-28,67.240997,69.185600,67.240997,68.990402,47.492222,34754984
2004-06-29,68.724800,69.857201,67.873596,69.232498,47.658878,44472391
2004-06-30,69.380798,69.700996,66.850502,67.108200,46.196533,56785411
2004-07-01,68.631104,68.709198,67.178497,68.498398,47.153538,31665571
2004-07-02,67.943901,68.474899,67.240997,67.772003,46.653492,36340806
2004-07-05,67.850197,68.717003,67.045799,67.233200,46.282585,46215000
2004-07-06,67.272202,68.568604,66.975502,68.474899,47.137360,37844332
